Param0,String
55562,Water Buffalo
55563,Stone Rat
55564,Stone Rat
55565,Stone Rat
55566,Stone Rat
55567,Bat
55568,Bat
55569,Bat
55570,Bat
55571,Centaurus
55572,Centaurus
55573,Centaurus
55574,Centaurus
55575,Dragon
55576,Dragon
55577,Dragon
55578,Dragon
55579,Desert Kuku Bird
55580,Desert Kuku Bird
55581,Desert Kuku Bird
55582,Desert Kuku Bird
55583,Tombback Crab
55584,Tombback Crab
55585,Tombback Crab
55586,Tombback Crab
55587,Toxic Desert Scorpion
55588,Toxic Desert Scorpion
55589,Toxic Desert Scorpion
55590,Toxic Desert Scorpion
55591,Naughty Lion Cub
55592,Naughty Lion Cub
55593,Naughty Lion Cub
55594,Naughty Lion Cub
55595,Valencia Pterosaur
55596,Valencia Pterosaur
55597,Valencia Pterosaur
55598,Valencia Pterosaur
55599,Kelop
55600,Kelop
55601,Kelop
55602,Kelop
55603,Kamasylvia Brown Bear
55604,Kamasylvia Brown Bear
55605,Kamasylvia Brown Bear
55606,Kamasylvia Brown Bear
55607,Kamasylvia Mountain Sheep
55608,Kamasylvia Mountain Sheep
55609,Kamasylvia Mountain Sheep
55610,Kamasylvia Mountain Sheep
55611,Kamasylvia Weasel
55612,Kamasylvia Weasel
55613,Kamasylvia Weasel
55614,Kamasylvia Weasel
55615,Tooth Fairy
55616,Tooth Fairy
55617,Tooth Fairy
55618,Tooth Fairy
55619,Forest Ronaros
55620,Forest Ronaros
55621,Forest Ronaros
55622,Forest Ronaros
55623,Manshaum Hunter
55624,Manshaum Hunter
55625,Manshaum Hunter
55626,Manshaum Hunter
55627,Kamasylvia Wolf
55628,Kamasylvia Wolf
55629,Kamasylvia Wolf
55630,Kamasylvia Wolf
55631,Kamasylvia Ostrich
55632,Kamasylvia Ostrich
55633,Kamasylvia Ostrich
55634,Kamasylvia Ostrich
55635,Silk Shade Flamingo
55636,Silk Shade Flamingo
55637,Silk Shade Flamingo
55638,Silk Shade Flamingo
55639,Mushroom
55640,Mushroom
55641,Mushroom
55642,Mushroom
55643,Fadus
55644,Fadus
55645,Fadus
55646,Fadus
55647,Lapis Lazuli Bison
55648,Lapis Lazuli Bison
55649,Lapis Lazuli Bison
55650,Lapis Lazuli Bison
55651,Griffon
55652,Griffon
55653,Griffon
55654,Griffon
55655,Black Leopard
55656,Black Leopard
55657,Black Leopard
55658,Black Leopard
55659,Young Fogan
55660,Young Fogan
55661,Young Fogan
55662,Young Fogan
55663,Puppy
55664,Red Panda
55665,Panda
55666,Polar Bear
55667,Desert Fox
55668,Young Griffon
55669,Newborn Crimson Dragon
55670,Hawk
55671,Hedgehog
55672,Cat
55673,Cat
55674,Cat
55675,Cat
55676,Cat
55677,Cat
55678,Cat
55679,Cat
55680,Cat
55681,Cat
55682,Cat
55683,Cat
55684,Cat
55689,Otter
55690,Otter
55691,Otter
55692,Otter
55693,Mamesuke
55698,Crow
55699,Fluffy
55701,Newborn Crimson Dragon
55702,Newborn Crimson Dragon
55703,Newborn Crimson Dragon
55704,Newborn Crimson Dragon
55705,Newborn Crimson Dragon
55706,Newborn Crimson Dragon
55707,Newborn Crimson Dragon
55708,Newborn Crimson Dragon
55709,Newborn Crimson Dragon
55710,Newborn Crimson Dragon
55711,Newborn Crimson Dragon
55712,Newborn Crimson Dragon
55713,Newborn Crimson Dragon
55714,Newborn Crimson Dragon
55715,Newborn Crimson Dragon
55716,Newborn Crimson Dragon
55717,Newborn Crimson Dragon
55718,Newborn Crimson Dragon
55719,Newborn Crimson Dragon
55720,Newborn Crimson Dragon
55721,Newborn Crimson Dragon
55722,Newborn Crimson Dragon
55723,Newborn Crimson Dragon
55724,Newborn Crimson Dragon
55725,Newborn Crimson Dragon
55726,Newborn Crimson Dragon
55727,Newborn Crimson Dragon
55728,Newborn Crimson Dragon
55729,Newborn Crimson Dragon
55730,Newborn Crimson Dragon
55731,Newborn Crimson Dragon
55732,Newborn Crimson Dragon
55733,Newborn Crimson Dragon
55734,Newborn Crimson Dragon
55735,Newborn Crimson Dragon
55736,Newborn Crimson Dragon
55737,Newborn Crimson Dragon
55738,Newborn Crimson Dragon
55739,Newborn Crimson Dragon
55740,Newborn Crimson Dragon
55741,Newborn Crimson Dragon
55742,Newborn Crimson Dragon
55743,Newborn Crimson Dragon
55744,Newborn Crimson Dragon
55745,Newborn Crimson Dragon
55746,Newborn Crimson Dragon
55747,Newborn Crimson Dragon
55748,Newborn Crimson Dragon
55749,Mole
55750,Mole
55751,Mole
55752,Mole
55753,Nouvermon
55754,Nouvermon
55755,Nouvermon
55756,Nouvermon
55757,Parrot
55758,Parrot
55759,Parrot
55760,Parrot
55761,Marnimoth
55762,Marnimoth
55763,Marnimoth
55764,Marnimoth
55765,Clickety-clack 0910
55766,Clickety-clack 0910
55767,Clickety-clack 0910
55768,Clickety-clack 0910
55781,Hedgehog
55782,Hedgehog
55783,Hedgehog
55784,Hedgehog
55785,Wolf
55786,Wolf
55787,Wolf
55788,Wolf
55789,Wolf
55790,Wolf
55791,Wolf
55792,Wolf
55793,Wolf
55794,Wolf
55795,Wolf
55796,Wolf
55797,Young Black Dragon
55798,Young Black Dragon
55799,Young Black Dragon
55800,Young Black Dragon
55801,Dog
55802,Dog
55803,Dog
55804,Dog
55805,Dog
55806,Dog
55807,Dog
55808,Dog
55809,Dog
55810,Dog
55811,Dog
55812,Dog
55813,Dog
55814,Dog
55815,Dog
55816,Dog
55817,Dog
55818,Dog
55819,Dog
55820,Dog
55821,Dog
55822,Dog
55823,Dog
55824,Dog
55825,Dog
55826,Dog
55827,Dog
55828,Dog
55829,Dog
55830,Dog
55831,Dog
55832,Dog
55833,Dog
55834,Dog
55835,Dog
55836,Dog
55837,Dog
55838,Dog
55839,Dog
55840,Dog
55841,Dog
55842,Dog
55843,Dog
55844,Dog
55845,Dog
55846,Dog
55847,Dog
55848,Dog
55851,Dog
55852,Dog
55853,Dog
55854,Dog
55855,Dog
55856,Dog
55857,Dog
55858,Dog
55859,Dog
55860,Dog
55861,Dog
55862,Dog
55863,Dog
55864,Dog
55865,Dog
55866,Dog
55867,Dog
55868,Dog
55869,Dog
55870,Dog
55871,Dog
55872,Dog
55873,Dog
55874,Dog
55875,Dog
55876,Dog
55877,Dog
55878,Dog
55879,Dog
55880,Dog
55881,Dog
55882,Dog
55883,Dog
55884,Dog
55885,Dog
55886,Dog
55887,Dog
55888,Dog
55889,Dog
55890,Dog
55891,Dog
55892,Dog
55893,Dog
55894,Dog
55895,Dog
55896,Dog
55897,Dog
55898,Dog
55901,Dog
55902,Dog
55903,Dog
55904,Dog
55905,Dog
55906,Dog
55907,Dog
55908,Dog
55909,Dog
55910,Dog
55911,Dog
55912,Dog
55913,Dog
55914,Dog
55915,Dog
55916,Dog
55917,Dog
55918,Dog
55919,Dog
55920,Dog
55921,Dog
55922,Dog
55923,Dog
55924,Dog
55925,Dog
55926,Dog
55927,Dog
55928,Dog
55929,Dog
55930,Dog
55931,Dog
55932,Dog
55933,Dog
55934,Dog
55935,Dog
55936,Dog
55937,Dog
55938,Dog
55939,Dog
55940,Dog
55941,Dog
55942,Dog
55943,Dog
55944,Dog
55945,Dog
55946,Dog
55947,Dog
55948,Dog
55949,Dog
55950,Dog
55951,Dog
55952,Dog
55953,Dog
55954,Dog
55955,Dog
55956,Dog
55957,Dog
55958,Dog
55959,Dog
55960,Dog
55961,Dog
55962,Dog
55963,Dog
55964,Dog
55965,Dog
55966,Dog
55967,Dog
55968,Dog
55969,Dog
55970,Dog
55971,Dog
55972,Dog
55973,Dog
55974,Dog
55975,Dog
55976,Dog
55977,Dog
55978,Dog
55979,Dog
55980,Dog
55981,Dog
55982,Dog
55983,Dog
55984,Dog
55985,Dog
55986,Dog
55987,Dog
55988,Dog
55989,Dog
55990,Dog
55991,Dog
55992,Dog
55993,Dog
55994,Dog
55995,Dog
55996,Dog
55997,Dog
55998,Dog
55999,Dog
56001,Owl
56026,Arctic Fox
56027,Polar Bear
56028,Snow Leopard
56029,Snow Leopard
56030,Snow Leopard
56031,Snow Leopard
56032,Young Fogan
56033,Young Fogan
56034,Young Fogan
56035,Young Fogan
56036,Young Fogan
56041,Young Pomi
56046,Young Pomi
56051,Parrot
56052,Inland Seagull
56053,Lizard Egg
56054,Stinky Rat
56057,Lively Fish
56058,Cow's Favorite Berry
56059,Unpleasant Crow
56060,Old Oak Barrel
56062,Lost Skar
56063,Lost Skar
56064,Lost Skar
56065,Lost Skar
56066,Lost Skar
56067,Sparkly Glowy Tooth Fairy
56068,Sparkly Glowy Tooth Fairy
56069,Sparkly Glowy Tooth Fairy
56070,Sparkly Glowy Tooth Fairy
56071,Sparkly Glowy Tooth Fairy
56072,Flappin' Netty
56073,Flappin' Netty
56074,Flappin' Netty
56075,Flappin' Netty
56076,Flappin' Netty
56101,Monkey
56151,Beehive
56200,Dog
56201,Dog
56202,Dog
56203,Dog
56204,Dog
56205,Dog
56206,Dog
56207,Dog
56208,Dog
56209,Dog
56210,Dog
56211,Dog
56212,Dog
56213,Dog
56214,Dog
56215,Dog
56216,Dog
56217,Dog
56218,Dog
56219,Dog
56220,Dog
56221,Dog
56222,Dog
56223,Dog
56224,Dog
56225,Dog
56226,Dog
56227,Dog
56228,Dog
56229,Dog
56230,Dog
56231,Dog
56232,Dog
56233,Dog
56234,Dog
56235,Kuku
56236,Kuku
56237,Kuku
56238,Kuku
56239,Sooty Roary
56240,Sooty Roary
56241,Sooty Roary
56242,Sooty Roary
56243,Sunny Roary
56244,Sunny Roary
56245,Sunny Roary
56246,Sunny Roary
56247,Snowy Roary
56248,Snowy Roary
56249,Snowy Roary
56250,Snowy Roary
56251,Pwudgy Llama
56252,Pwudgy Llama
56253,Pwudgy Llama
56254,Pwudgy Llama
56255,Pwudgy Llama
56256,Pwudgy Llama
56257,Pwudgy Llama
56258,Pwudgy Llama
56259,Sunny Roary
56260,Snowy Roary
56261,Rabbit
56262,Arctic Fox
56263,Emperor Hawk
56264,Haetae
56265,Duck
56266,Cat
56267,Cat
56268,Cat
56269,Cat
56270,Cat
56271,Cat
56272,Cat
56273,Cat
56274,Cat
56275,Cat
56276,Cat
56277,Cat
56278,Cat
56279,Cat
56280,Cat
56281,Cat
56282,Jojo
56283,Jojo
56284,Young Rauno
56285,Young Baphomet
56286,Cat
56287,Cat
56288,Cat
56289,Cat
56290,Cat
56291,Cat
56292,Cat
56293,Cat
56294,Cat
56295,Cat
56296,Cat
56297,Cat
56298,Cat
56299,Cat
56300,Cat
56301,Cat
56302,Cat
56303,Cat
56304,Cat
56305,Cat
56306,Cat
56307,Cat
56308,Cat
56309,Cat
56310,Cat
56311,Cat
56312,Cat
56313,Cat
56314,Cat
56315,Cat
56316,Cat
56317,Cat
56318,Dog
56319,Dog
56320,Dog
56321,Dog
56322,Dog
56323,Dog
56324,Dog
56325,Dog
56326,Dog
56327,Dog
56328,Dog
56329,Dog
56330,Dog
56331,Dog
56332,Dog
56333,Dog
56334,Dog
56335,Dog
56336,Dog
56337,Dog
56338,Dog
56339,Dog
56340,Dog
56341,Dog
56342,Dog
56343,Dog
56344,Dog
56345,Dog
56346,Dog
56347,Dog
56348,Dog
56349,Dog
56350,Dog
56351,Dog
56352,Dog
56353,Dog
56354,Dog
56355,Dog
56356,Dog
56357,Dog
56358,Dog
56359,Dog
56360,Dog
56361,Dog
56362,Dog
56363,Dog
56364,Dog
56365,Dog
56366,Dog
56367,Dog
56368,Dog
56369,Dog
56370,Kuku
56371,Dog
56372,Dog
56373,Dog
56374,Dog
56375,Dog
56376,Dog
56377,Dog
56378,Dog
56379,Dog
56380,Dog
56381,Dog
56382,Dog
56383,Dog
56384,Dog
56385,Dog
56386,Dog
56387,Dog
56388,Dog
56389,Dog
56390,Dog
56391,Dog
56392,Dog
56393,Dog
56394,Dog
56395,Dog
56396,Hawk
56397,Hawk
56398,Hawk
56399,Hawk
56400,Penguin
56401,Penguin
56402,Desert Fox
56403,Desert Fox
56404,Hedgehog
56405,Hedgehog
56406,Snowman
56407,Snowman
56408,Hedgehog
56409,Hedgehog
56410,Long-tailed Rosefinch
56411,Long-tailed Rosefinch
56412,Red Panda
56413,Red Panda
56414,Parrot
56415,Parrot
56416,Polar Bear
56417,Polar Bear
56418,Stoneback Crab
56419,Stoneback Crab
56420,Threatening Pitcher
56421,Bewitched Winnie
56422,Cushy Mallowmerz
56423,Helter-Skelter Ceros
56424,Cursed Looney
56425,Drifty Gosphy
56426,Cat
56427,Dog
56428,Owl
56429,Owl
56430,Phoniel Squirrel
56431,Young Pomi
56432,Young Pomi
56433,Monoceros
56434,Putrakium
56435,Tarkhes
56436,Lahtron
56437,Cartios
56438,Merrashan
56439,Arctic Fox
56440,Polar Bear
56441,Snow Leopard
56442,Panda
56443,Panda
56444,Long-tailed Rosefinch
56445,Long-tailed Rosefinch
56446,Choppy
56447,Young Griffon
56448,Panda
56449,Turtle
56450,Little Lamb
56451,Kuku
56452,Crow
56454,Marmot
56455,Snowflake Reindeer
56459,Ferret
56461,Black Bear
56462,Baby Elephant
56463,Panda
56464,Panda
56465,Young Black Griffon
56466,Newborn Crimson Dragon
56467,Young Crimson Dragon
56468,Young Crimson Dragon
56469,Young Crimson Dragon
56470,Young Crimson Dragon
56471,Young Crimson Dragon
56472,Newborn Crimson Dragon
56473,Newborn Crimson Dragon
56474,Newborn Crimson Dragon
56475,Newborn Crimson Dragon
56476,Newborn Crimson Dragon
56477,Newborn Crimson Dragon
56478,Newborn Crimson Dragon
56479,Newborn Crimson Dragon
56480,Newborn Crimson Dragon
56481,Newborn Crimson Dragon
56482,Newborn Crimson Dragon
56483,Young Golden Dragon
56484,Newborn Golden Dragon
56485,Newborn Crimson Dragon
56486,Newborn Golden Dragon
56487,Newborn Golden Dragon
56488,Newborn Golden Dragon
56489,Newborn Golden Dragon
56490,Newborn Golden Dragon
56491,Newborn Golden Dragon
56492,Newborn Golden Dragon
56493,Newborn Golden Dragon
56494,Newborn Golden Dragon
56495,Newborn Golden Dragon
56496,Newborn Golden Dragon
56497,Hedgehog
56498,Hedgehog
56499,Wolf
56500,Wolf
56501,Wolf
56502,Young Black Dragon
56504,Otter
56505,Mamesuke
56506,Kunid's Search Dog
56507,Crow
56508,Fluffy
56509,Red Orc
56510,Fox
56511,Wolf
56512,Imp
56513,Goblin
56514,Fogan
56515,Saunil
56516,Naga
56517,Glutoni
56518,Khuruto
56519,Catfishman
56520,Harpy
56521,Waragon
56522,Mask Owl
56523,Deer
56524,Owl Treant
56525,Voraro
56526,Rhutum
56527,Mane
56528,Kamol
56529,Young Stone Hole Spider
56530,Baby Stone Hole Spider
56531,Stone Hole Spider
56532,Skeleton Wolf
56533,Grudged Sword
56534,Ferrid Tali
56535,Golem
56536,Worm
56537,Tree Spirit
56538,Boar
56539,Chimera
56540,Skeleton
56541,Iguana
56542,Lizard
56543,Saurus
56544,Ferocious Weasel
56545,Mole
56546,Water Buffalo
56547,Stone Rat
56548,Bat
56549,Centaurus
56550,Dragon
56551,Desert Kuku Bird
56552,Tombback Crab
56553,Toxic Desert Scorpion
56554,Naughty Lion Cub
56555,Valencia Pterosaur
56556,Kelop
56557,Kamasylvia Brown Bear
56558,Kamasylvia Mountain Sheep
56559,Kamasylvia Weasel
56560,Tooth Fairy
56561,Forest Ronaros
56562,Manshaum Hunter
56563,Kamasylvia Wolf
56564,Kamasylvia Ostrich
56565,Silk Shade Flamingo
56566,Mushroom
56567,Fadus
56568,Lapis Lazuli Bison
56569,Griffon
56570,Black Leopard
56571,Young Fogan
56572,Puppy
56573,Red Panda
56574,Panda
56575,Polar Bear
56576,Desert Fox
56577,Young Griffon
56578,Newborn Crimson Dragon
56579,Hawk
56580,Hedgehog
56581,Cat
56582,Newborn Crimson Dragon
56583,Newborn Crimson Dragon
56584,Newborn Crimson Dragon
56585,Newborn Crimson Dragon
56586,Newborn Crimson Dragon
56587,Newborn Crimson Dragon
56588,Newborn Crimson Dragon
56589,Newborn Crimson Dragon
56590,Newborn Crimson Dragon
56591,Newborn Crimson Dragon
56592,Newborn Crimson Dragon
56593,Newborn Crimson Dragon
56594,Mole
56595,Nouvermon
56596,Parrot
56597,Marnimoth
56598,Clickety-clack 0910
56599,Sooty Roary
56600,Pwudgy Llama
56601,Pwudgy Llama
56612,Prankkebi
56613,Prankkebi
56614,Prankkebi
56615,Prankkebi
56616,Prankkebi
56617,Rauno
56618,Rauno
56619,Rauno
56620,Rauno
56621,Rauno
56622,Young Azure Dragon
56623,Young Azure Dragon
56624,Young Azure Dragon
56625,Young Azure Dragon
56626,Young Azure Dragon
56627,Young Azure Dragon
56628,Young Azure Dragon
56629,Young Azure Dragon
56630,Young Azure Dragon
56631,Young Azure Dragon
56632,Young Azure Dragon
56633,Young Azure Dragon
56634,Young Azure Dragon
56635,Young Azure Dragon
56636,Young Azure Dragon
56637,Young Azure Dragon
56638,Young Azure Dragon
56639,Young Azure Dragon
56640,Young Azure Dragon
56641,Young Azure Dragon
56642,Young Azure Dragon
56643,Young Azure Dragon
56644,Young Azure Dragon
56645,Young Azure Dragon
56646,Young Azure Dragon
56647,Young Azure Dragon
56648,Young Azure Dragon
56649,Young Azure Dragon
56650,Young Azure Dragon
56651,Young Azure Dragon
56652,Young Azure Dragon
56653,Young Azure Dragon
56654,Young Azure Dragon
56655,Young Azure Dragon
56656,Young Azure Dragon
56657,Young Azure Dragon
56658,Young Azure Dragon
56659,Young Azure Dragon
56660,Young Azure Dragon
56661,Young Azure Dragon
56662,Young Azure Dragon
56663,Young Azure Dragon
56664,Young Azure Dragon
56665,Young Azure Dragon
56666,Young Azure Dragon
56667,Young Azure Dragon
56668,Young Azure Dragon
56669,Young Azure Dragon
56670,Young Azure Dragon
56671,Young Azure Dragon
56672,Young Azure Dragon
56673,Young Azure Dragon
56674,Young Azure Dragon
56675,Young Azure Dragon
56676,Young Azure Dragon
56677,Young Azure Dragon
56678,Young Azure Dragon
56679,Young Azure Dragon
56680,Young Azure Dragon
56681,Young Azure Dragon
56682,Young Azure Dragon
56683,Young Azure Dragon
56684,Young Azure Dragon
56685,Young Azure Dragon
56686,Young Azure Dragon
56687,Young Azure Dragon
56688,Young Azure Dragon
56689,Young Azure Dragon
56690,Young Azure Dragon
56691,Young Azure Dragon
56692,Young Azure Dragon
56693,Young Azure Dragon
56694,Young Azure Dragon
56695,Young Azure Dragon
56696,Young Azure Dragon
56697,Young Azure Dragon
56698,Young Azure Dragon
56699,Young Azure Dragon
56700,Young Azure Dragon
56701,Young Azure Dragon
56702,Young Azure Dragon
56703,Young Azure Dragon
56704,Young Azure Dragon
56705,Young Azure Dragon
56706,Young Azure Dragon
56707,Young Azure Dragon
56708,Young Azure Dragon
56709,Young Azure Dragon
56710,Young Azure Dragon
56711,Young Azure Dragon
56712,Young Azure Dragon
56713,Young Azure Dragon
56714,Young Azure Dragon
56715,Young Azure Dragon
56716,Young Azure Dragon
56717,Young Azure Dragon
56718,Young Azure Dragon
56719,Young Azure Dragon
56720,Young Azure Dragon
56721,Young Azure Dragon
57000,Endlessly Running Kuku Bird
57001,Contaminated Villager on the Run
57002,Unbridled Bison
57003,Cursed Test Subject
57004,Hiding Thief
57005,Circling Kuku Bird
57006,Rushing Kuku Bird
57007,Distracted Kuku Bird
57008,Long-Distance Kuku Bird
57009,Erupting Flames
57010,Contaminated Refugee Camp Barracks
57011,Canvas
57012,Lamp of Knowledge
57013,Thief
57014,Ostrich
57015,Scout Point
57016,Coal Bag
57017,Old Book
57018,Strawberry Crate
57019,Transparent Quest NPC
57022,Unidentified Bust
57023,Old Crest
57024,Demibeast Who Reads
57025,Wheelbarrow
57026,Torn Piece of Paper
57027,Special Carrot Crate
57028,Faint Aura
57029,Brolina Ornette
57030,Viorencia Odore
57031,Piku's Footprint
57032,Root Nymph Altar
57033,King of the Otters
57034,Transparent Quest NPC
57035,Workshop Material Box
57036,Worker's Wheelbarrow
57037,Old Building
57038,Dormann Wheelbarrow
57039,Special Knowledge
57040,Lost Kite
57041,Patrol Point1
57042,Patrol Point2
57043,Patrol Point3
57044,Special Drieghanese Food
57045,Sacrificial Spirits
57046,Clean Waterfall
57047,Disturbed Altar 1
57048,Disturbed Altar 2
57049,Disturbed Altar 3
57050,Healthy Horse 1
57051,Healthy Horse 2
57052,Healthy Horse 3
57053,Call Location
57054,Supply Box
57055,Post Repair Box
57056,Aljai
57057,Mysterious Llama
57058,Aron's Drieghan Adventure Journal
57059,Examine Situation
57060,Melana
57061,Heavenly Floating Stone
57062,Ancient Floating Stone
57063,Transparent Quest NPC
57064,Restless Soul
57065,Shakatu
57066,Potion Box
57067,Trade Box
57068,Trade Box
57069,Corn Crate
57070,Dairy Cow
57071,Kid Who Went to Go Play
57072,Bride
57073,Runaway Soldier
57074,Ramy
57075,Voting NPC
57076,Piled Fish
57077,Piled Fish
57078,Crow
57079,Voting NPC
57080,Voting NPC
57081,Voting NPC
57082,Voting NPC
57083,Voting NPC
57084,Voting NPC
57085,Hungry Child
57086,Injured Baby Whale
57087,Adult Whale
57088,Palong
57089,Huge Rock
57090,Trade Box
57091,Bronze Ingot Crate
57092,Mysterious Essence Box
57093,Arrival Point
57094,Terrmian Floating Stone
57095,Terrmian Secondary Floating Stone
57096,Terrmian Treasure Chest Parent_Name Display
57097,Terrmian Treasure Chest Kid_Mash
57098,Alustin
57099,Zaaira
57100,Transparent Quest NPC
57101,Pile of Terrmian Soil
57102,Mystical Tree
57103,Transparent Quest NPC
57104,Essence of Earth
57105,Transparent Quest NPC
57106,Ambiguous NPC
57107,Fire NPC
57108,Raffle NPC
57109,Griffon Transportation Field NPC
57110,Arteedman
57111,NPC
57112,Terrmian Object
57113,Swirling Darkness
57114,Terrmian Object
57115,Terrmian Object
57116,Terrmian Object
57117,Terrmian Object
57118,Ancient Shrine Device
57119,Box with the Royal Family Seal
57120,Scarecrow
57121,Rising Current
57122,Griffon Transportation Field NPC
57123,Valencia Transparency Character
57124,Old Box
57125,Gershman
57126,Old Book
57127,GM Silver
57128,GM Ruby
57129,GM Opal
57130,GM Emerald
57131,GM Gold
57132,Dusty Book
57133,Altar
57134,Transparent Quest NPC
57135,Transparent Quest NPC
57136,Hazel Azealia
57137,Transparency Character (Used for manual completion)
57138,Transparent Quest NPC
57139,Weight Limit +300LT
57140,Transparent Quest NPC
57141,Olang
57142,Bakum
57143,Main NPC
57144,Ahib
57145,Transparent Quest NPC
57146,Sub NPC
57147,Supplies
57148,Transparent Quest NPC (Hamar)
57150,Serendian Priest
57151,Firework Expert E
57152,Orwen
57157,Patrigio
57158,Gift Box
57159,Transparent NPC
57160,Sub NPC
57161,Brolina Ornette
57162,Viorencia Odore
57163,Orwen
57164,Lafi Bedmountain
57165,Yaz
57166,Sephir Odore
57167,Ophelia Einel
57168,Catherine Ornette
57169,Audra
57170,Limbaugh
57171,Musical Spirit
57172,Ataraxia
57173,Dark Portal
57174,Opencilla
57175,Helonne
57176,Penella
57177,Fausten
57178,Pauline
57179,Lara
57180,Children
57188,Crio
57191,Samaella
57193,Student
57204,Villager
57205,Meat Crate
57206,Horse Feed Crate
57208,Lara
57217,Adventurer's Lost Item
57218,Highest Place in Calpheon
57219,Training Endpoint
57221,Verita
57222,Suspicious Tracks
57223,Gap
57224,Knowledge NPC
57225,Enjura
57226,Knowledge Transparent NPC
57227,Knowledge NPC
57228,Knowledge NPC
57229,Durgeff
57230,Knowledge
57231,Knowledge
57232,Knowledge
57500,Test Trigger
57501,Interaction Test Trigger
57502,Test Timer Trigger
57503,Test Cut Scene Trigger
57504,Calpheon Instance Dungeon Cutscene Trigger
57505,Calpheon Instance Dungeon Monster Summon Trigger_5 sec
57506,Calpheon Instance Dungeon Monster Summon Trigger_20 sec
57507,Calpheon Instance Dungeon Monster Summon Trigger_35 sec
57508,Calpheon Instance Dungeon Monster Summon Trigger_50 sec
57999,Test Golden Treasure Chest
58000,Test Item Mesh
58007,Sub NPC
58008,O'Arma
58009,Basquean Ljurik
58010,Basillan
58011,Danielle Stimi
58012,Giovan Grolin
58013,Mera Ranch
58014,Kalshur Dhillar
58015,Meldor
58021,Box
58022,Ancient Stone Statue
58030,Grazing Cow
58031,Fadeo Heind
58032,Cece
58033,-
58034,Main NPC
58035,Transparent NPC
58037,Artina
58038,Animal
58039,Audience
58040,Sub NPC
58041,Sub NPC
58042,Illezra
58043,Illezra's Dark Shadow
58044,Concert Sign Post
58045,Proix
58046,Miya
58050,Illezra
58100,Juria's Pet Cat
58101,Dishonored Noble
58102,Fabian's Pet Pig
58103,Trade Merchant
58104,Storage Rat
58105,Zenith's Dog
58106,Izaak's Friend
58107,Maonil's Raccoon
58108,Ferocious Dog
58109,Barbara's Pet Cat
58115,Shoba
58116,Unidentified Foreigner
58117,Scouting Point
58118,Right Spot
58119,Trace
58120,Black Desert GM
58121,Black Desert GM
58122,Fruit Crate
58123,Alchemy Crate
58124,Box of Chicks
58125,Giant Treant
58126,Transparent NPC
58127,Blackstar Fragment
58128,Crystal Ball
58129,Rotating Structure
58130,Pillar of Light
58131,Transparent Quest NPC
58132,Box of Medicine
58133,Diseased Cow Consumed by Darkness
58134,Arsen
58135,Noisy Chicken
58136,Soldier
58137,Villager
58138,Kamasylve
58139,Wheelbarrow
58140,Treant Spirit
58141,Spirit of Darkness
58142,Spirit of Light
58144,Circle
58145,✕
58146,Triangle
58147,Stoneback Crab Training Ground
58148,Stoneback Crab Training Ground
58149,Papu Quest
58150,Dollara
58151,Chair
58152,Prison
58153,Villager
58154,Ator
58901,Cazio
58902,Trisha
58903,Prao
58904,Purani
58905,Tarin
58906,Danio
58907,Priha
58908,Padio
58909,Shapio
58910,Ruishi
58911,Merio
58912,Pukira
58913,Tidio
58914,Macio
58915,Keshao
58916,Arutiha
58917,Terseo
58918,Rakio
58919,Retao
58920,Julio
58921,Siani
58922,Akenisi
58923,Pakuo
58924,Neruo
58925,Rukio
58926,Juvio
58927,Havio
58928,Marcini
58929,Renilu
58930,Vedio
58931,Rishao
58932,Tepuo
58933,Gerio
58934,Hashin
58935,Belgio
58936,Serrio
58937,Hika
58938,Pokio
58939,Metakio
58940,Serapu
58941,Decario
58942,Panishu
58943,Shuka
58944,Crio Barterer
58945,Mulicia
58946,Ravio
58947,Supio
58948,Priko
58949,Riamishu
58950,Curahi
58951,Sherahi
58952,Rian
58953,Sherana
58954,Chikao
58955,Solavio
58956,Tesivin
58957,Kiapura
58958,Biapin
58959,Tixia
58960,Parian
58961,Juki
58962,Shamihi
58963,Hiriva
58964,Shura
58965,Lucia
58966,Jeraki
58967,Ryubio
58968,Palasio
58969,Sikario
58970,Perugia
58971,Roshina
58972,Benns Joanna
58973,Crio Barterer
58974,Crio Barterer
58975,Crio Barterer
58976,Crio Barterer
58977,Crio Barterer
58978,Crio Barterer
58979,Crio Barterer
58980,Crio Barterer
58981,Crio Barterer
58982,Crio Barterer
58983,Crio Barterer
58984,Crio Barterer
58985,Crio Barterer
58986,Crio Barterer
58987,Crio Barterer
58988,Crio Barterer
58989,Crio Barterer
58990,Crio Barterer
58991,Crio Barterer
58992,Crio Barterer
58993,Crio Barterer
58994,Crio Barterer
58995,Crio Barterer
58996,Crio Barterer
58997,Crio Barterer
58998,Crio Barterer
58999,Crio Barterer
59000,Crio Barterer
59001,Kalix
59002,Edis
59003,Bystander
59004,Laborer
59005,Lisam
59006,Harrison
59007,Mason
59008,Jude
59012,Velia Freight Wagon
59013,Calpheon Cargo Ship
59014,Altinova Freight Ship
59015,Black Spirit's Mark
59016,Search Dog
59017,Atui Balacs
59018,Transparent NPC
59019,Trade Item
59020,Transparent NPC
59021,Poisoned Stun Trap
59022,Transparent NPC
59024,Bonfire
59025,Ophelia
59026,Muyamoe
59027,Dipados
59028,Dipados
59029,Dipados
59030,Dipados
59031,Dipados
